0;438.857142857143;3217
1;438.958095238095;3360
2;439.059047619048;3380
3;439.16;3050
4;439.260952380952;3342
5;439.361904761905;3416
6;439.462857142857;3522
7;439.563809523809;3644
8;439.664761904762;3729
9;439.765714285714;3691
10;439.866666666667;3818
11;439.967619047619;3759
12;440.068571428571;3976
13;440.169523809524;4016
14;440.270476190476;4145
15;440.371428571429;4253
16;440.472380952381;4263
17;440.573333333333;4196
18;440.674285714286;4168
19;440.775238095238;4434
