0;438.857142857143;0
1;438.958095238095;0
2;439.059047619048;0
3;439.16;0
4;439.260952380952;0
5;439.361904761905;0
6;439.462857142857;0
7;439.563809523809;0
8;439.664761904762;0
9;439.765714285714;0
10;439.866666666667;0
11;439.967619047619;0
12;440.068571428571;0
13;440.169523809524;0
14;440.270476190476;0
15;440.371428571429;0
16;440.472380952381;0
17;440.573333333333;0
18;440.674285714286;0
19;440.775238095238;0
20;440.87619047619;0
21;440.977142857143;0
22;441.078095238095;79
23;441.179047619048;0
24;441.28;158
25;441.380952380952;24
26;441.481904761905;16
27;441.582857142857;0
28;441.683809523809;0
29;441.784761904762;0
30;441.885714285714;0
31;441.986666666667;0
32;442.087619047619;179
33;442.188571428571;0
34;442.289523809524;28
35;442.390476190476;22
36;442.491428571429;0
37;442.592380952381;199
38;442.693333333333;0
39;442.794285714286;0
40;442.895238095238;95
41;442.99619047619;34
42;443.097142857143;89
43;443.198095238095;211
44;443.299047619048;208
45;443.4;77
46;443.500952380952;93
47;443.601904761905;72
48;443.702857142857;233
49;443.803809523809;330
50;443.904761904762;150
51;444.005714285714;278
52;444.106666666667;280
53;444.207619047619;182
54;444.308571428571;209
55;444.409523809524;301
56;444.510476190476;207
57;444.611428571429;242
58;444.712380952381;441
59;444.813333333333;336
60;444.914285714286;310
61;445.015238095238;299
62;445.11619047619;363
63;445.217142857143;518
64;445.318095238095;234
65;445.419047619048;335
66;445.52;553
67;445.620952380952;483
68;445.721904761905;525
69;445.822857142857;463
70;445.923809523809;451
71;446.024761904762;584
72;446.125714285714;429
73;446.226666666667;524
74;446.327619047619;409
75;446.428571428571;579
76;446.529523809524;600
77;446.630476190476;658
78;446.731428571429;674
79;446.832380952381;656
80;446.933333333333;699
81;447.034285714286;652
82;447.135238095238;783
83;447.23619047619;929
84;447.337142857143;820
85;447.438095238095;975
86;447.539047619048;830
87;447.64;903
88;447.740952380952;784
89;447.841904761905;774
90;447.942857142857;877
91;448.04380952381;929
92;448.144761904762;1043
93;448.245714285714;1006
94;448.346666666667;901
95;448.447619047619;1124
96;448.548571428571;1206
97;448.649523809524;1169
98;448.750476190476;1251
99;448.851428571429;1228
100;448.952380952381;1182
101;449.053333333333;1339
102;449.154285714286;1298
103;449.255238095238;1285
104;449.35619047619;1356
105;449.457142857143;1337
106;449.558095238095;1415
107;449.659047619048;1411
108;449.76;1408
109;449.860952380952;1512
110;449.961904761905;1648
111;450.062857142857;1495
112;450.16380952381;1553
113;450.264761904762;1522
114;450.365714285714;1658
115;450.466666666667;1816
116;450.567619047619;1811
117;450.668571428571;1824
118;450.769523809524;1803
119;450.870476190476;1627
120;450.971428571429;1856
121;451.072380952381;1765
122;451.173333333333;1896
123;451.274285714286;1995
124;451.375238095238;2021
125;451.47619047619;2100
126;451.577142857143;2108
127;451.678095238095;2044
128;451.779047619048;2245
129;451.88;2148
130;451.980952380952;1922
131;452.081904761905;2100
132;452.182857142857;2096
133;452.28380952381;2120
134;452.384761904762;2266
135;452.485714285714;2381
136;452.586666666667;2442
137;452.687619047619;2290
138;452.788571428571;2470
139;452.889523809524;2317
140;452.990476190476;2508
141;453.091428571429;2551
142;453.192380952381;2375
143;453.293333333333;2417
144;453.394285714286;2632
145;453.495238095238;2728
